82,82
Agarawala A.,37,Grosjean J.,99,Prabhakar S.,131,Jinwook Seo,146,Hollerer T.,148,Jaeseok Huh,151,Jaemin Jo,152,Bohyoung Kim,153,Jonghun Park,154,Collins C.,190,Diakopoulos N.,209,Gruen D.,212,Jakobsen M.R.,218,Sahlemariam Haile Y.,219,Knudsen S.,220,Saini V.,229,Schmidt H.,249,Forlini S.,256,Hinrichs U.,257,Shah P.,275,Greenberg S.,276,Wong N.,277,Kuchera-Morin J.,283,Penn G.,290,Forbes A.,291,Qing Li,301,Huron S.,331,Saraiya P.,351,Zgraggen E.,358,Drucker S.,372,Zeleznik R.,373,Tan D.S.,413,Czerwinski M.,458,Alper B.,459,Hullman J.,508,Adar E.,512,Fisher D.,513,Bongshin Lee,514,Riche N.H.,515,Koh K.,544,Smith G.,553,Kazi R.H.,554,Karlson A.,563,Ka-Ping Yee,578,Hearst M.,580,Walny J.,670,Ruble S.,680,Fernandez R.,684,Quinn K.I.,739,Robertson G.,758,Moynihan B.,759,Hoffman E.,771,Lee P.,823,Venolia G.,832,Fawcett P.,833,Dumais S.,860,North C.,861,Johns P.,900,Frecon E.,906,Yost B.,944,Dhamija R.,962,Meyers B.Robbins.,974,Perin C.,983,Loorak M.H.,984,Hill M.,985,Kamal N.,986,Carpendale S.,988,Legrady G.,1007,Williamson C.,1018,Conklin N.,1046,Kondo B.,1051,Knoblach S.,1128,Boltman A.,1142,Ramos G.,1149,Dork M.,1150,Yalcin M.A.,1164,Bederson B.B.,1166,Hornbaek K.,1185,Jansen Y.,1186,Thudt A.,1206,Baur D.,1207,Duca K.,1226,
Agarawala A.,37,Grosjean J.,99,Prabhakar S.,131,Jinwook Seo,146,Hollerer T.,148,Jaeseok Huh,151,Jaemin Jo,152,Bohyoung Kim,153,Jonghun Park,154,Collins C.,190,Diakopoulos N.,209,Gruen D.,212,Jakobsen M.R.,218,Sahlemariam Haile Y.,219,Knudsen S.,220,Saini V.,229,Schmidt H.,249,Forlini S.,256,Hinrichs U.,257,Shah P.,275,Greenberg S.,276,Wong N.,277,Kuchera-Morin J.,283,Penn G.,290,Forbes A.,291,Qing Li,301,Huron S.,331,Saraiya P.,351,Zgraggen E.,358,Drucker S.,372,Zeleznik R.,373,Tan D.S.,413,Czerwinski M.,458,Alper B.,459,Hullman J.,508,Adar E.,512,Fisher D.,513,Bongshin Lee,514,Riche N.H.,515,Koh K.,544,Smith G.,553,Kazi R.H.,554,Karlson A.,563,Ka-Ping Yee,578,Hearst M.,580,Walny J.,670,Ruble S.,680,Fernandez R.,684,Quinn K.I.,739,Robertson G.,758,Moynihan B.,759,Hoffman E.,771,Lee P.,823,Venolia G.,832,Fawcett P.,833,Dumais S.,860,North C.,861,Johns P.,900,Frecon E.,906,Yost B.,944,Dhamija R.,962,Meyers B.Robbins.,974,Perin C.,983,Loorak M.H.,984,Hill M.,985,Kamal N.,986,Carpendale S.,988,Legrady G.,1007,Williamson C.,1018,Conklin N.,1046,Kondo B.,1051,Knoblach S.,1128,Boltman A.,1142,Ramos G.,1149,Dork M.,1150,Yalcin M.A.,1164,Bederson B.B.,1166,Hornbaek K.,1185,Jansen Y.,1186,Thudt A.,1206,Baur D.,1207,Duca K.,1226,
0.00116928,-0.00010707,0.00142447,0.00049009,-0.01591898,-0.70551597,-0.00055062,-0.00510561,0.39577780,0.06009515,0.00051213,0.00289002,0.00752762,0.00706964,0.00191359,-0.01562669,-0.00044501,0.00446200,0.00028792,0.01064567,0.00031211,0.00363207,-0.00377613,0.08401247,0.00216879,0.00216879,0.00315511,0.00155356,-0.01453910,0.00028792,0.39577780,-0.00251161,-0.01759104,0.00315511,0.00057569,0.00031211,-0.02623838,-0.00127195,0.00155356,0.00155356,-0.00493816,-0.01440499,-0.03586601,-0.02851144,-0.00033996,0.01558487,-0.00377613,0.00028792,-0.02121697,0.00028792,0.12627566,-0.01956042,-0.00231510,-0.00585818,0.00128836,-0.00010882,0.00755782,-0.00171321,-0.00034852,-0.00034852,0.00446200,0.00062011,0.00428451,0.00049009,0.00037788,-0.00010882,-0.00396760,0.00064322,0.00315511,0.00003301,0.00003301,0.00018272,0.00112472,0.00085684,0.00107174,0.00107174,-0.00436411,0.00107174,0.00289002,-0.00436411,0.00315511,0.39577780,
0.04724556,0.08183171,0.06681531,0.06681531,0.20044593,0.11572751,0.11572751,0.28347335,0.04724556,0.28347335,0.06681531,0.10564428,0.04724556,0.08183171,0.14940358,0.11572751,0.04724556,0.09449112,0.09449112,0.06681531,0.08183171,0.14173668,0.09449112,0.19479843,0.09449112,0.09449112,0.06681531,0.08183171,0.09449112,0.09449112,0.04724556,0.06681531,0.11572751,0.06681531,0.08183171,0.08183171,0.09449112,0.13363062,0.08183171,0.08183171,0.08183171,0.23145502,0.14940358,0.12500000,0.10564428,0.04724556,0.09449112,0.09449112,0.18298126,0.09449112,0.14940358,0.11572751,0.13363062,0.08183171,0.06681531,0.06681531,0.08183171,0.12500000,0.06681531,0.06681531,0.09449112,0.10564428,0.08183171,0.06681531,0.09449112,0.06681531,0.09449112,0.06681531,0.06681531,0.08183171,0.08183171,0.09449112,0.04724556,0.12500000,0.09449112,0.09449112,0.15669579,0.09449112,0.10564428,0.15669579,0.06681531,0.04724556,
0.00595821,0.00639178,-0.01981296,0.00876730,-0.06696198,-0.03912081,0.00940378,0.03441047,-0.01659239,-0.07559567,0.00777387,-0.03734575,-0.02400139,-0.00767604,-0.04624793,-0.03844607,0.00503570,-0.04994604,0.01349113,-0.03394309,0.03171967,0.00324639,-0.03280333,-0.06551767,-0.00228050,-0.00228050,-0.03531718,-0.03079718,-0.03499833,0.01349113,-0.01659239,-0.02453849,-0.01842716,-0.03531718,0.15705299,0.03171967,-0.03162358,-0.00743412,-0.03079718,-0.03079718,-0.00793005,-0.03114114,-0.04879573,-0.04123956,0.50818504,-0.01603092,-0.03280333,0.01349113,-0.08947575,0.01349113,-0.04417867,-0.03285568,-0.03830931,-0.02804009,-0.02059124,0.01139741,-0.02765350,-0.03552193,-0.02235726,-0.02235726,-0.04994604,0.06447507,-0.02808105,0.00876730,0.01491111,0.01139741,-0.00823293,0.00969008,-0.03531718,0.43715604,0.43715604,0.49832157,-0.01407136,0.01282424,-0.03691358,-0.03691358,-0.05662930,-0.03691358,-0.03734575,-0.05662930,-0.03531718,-0.01659239,
-0.02850028,-0.05665673,0.01775345,-0.04401878,0.10235333,0.02900807,-0.08008144,-0.15769865,0.01284150,0.07274109,-0.04513189,-0.36559684,0.09234996,-0.05054056,0.05206404,0.05266590,-0.03532586,0.20171613,-0.07631326,0.13060257,-0.05163883,-0.09456583,0.04957336,0.08117900,-0.04305397,-0.04305397,0.14263484,0.05450651,0.07650295,-0.07631326,0.01284150,-0.25072912,-0.08468759,0.14263484,-0.01640958,-0.05163883,0.02257063,-0.04798664,0.05450651,0.05450651,-0.01802588,-0.07168809,0.04289985,0.03488186,0.05916239,0.01471052,0.04957336,-0.07631326,0.32984508,-0.07631326,-0.01520903,-0.23643931,0.03306167,0.04172459,0.01969769,-0.08724125,0.03887154,0.03033328,0.02757395,0.02757395,0.20171613,-0.05900143,-0.26514991,-0.04401878,-0.10418151,-0.08724125,-0.02480939,-0.06009365,0.14263484,0.05771907,0.05771907,0.06482542,0.01267512,-0.08619249,0.06456981,0.06456981,0.09041690,0.06456981,-0.36559684,0.09041690,0.14263484,0.01284150,
0.04838068,0.08122591,0.00090360,0.07555066,-0.03837456,-0.03265479,0.11612265,0.26525113,-0.01458939,0.00745209,0.07345940,-0.36650360,-0.06071502,0.02772204,-0.00823042,-0.01766614,0.05550660,-0.13408416,0.13497630,-0.08586401,0.09017286,0.11081907,0.00583844,-0.05446958,0.06324023,0.06324023,-0.09481182,-0.02113384,-0.04185598,0.13497630,-0.01458939,-0.25367297,-0.01309150,-0.09481182,0.03405418,0.09017286,-0.02925730,0.07768130,-0.02113384,-0.02113384,0.03647642,0.06016030,-0.03365031,-0.03244690,-0.08219092,-0.01164542,0.00583844,0.13497630,-0.21487002,0.13497630,-0.05487435,-0.21911836,0.00166930,0.00489718,-0.00727343,0.16915421,-0.01191634,0.00152790,-0.00444789,-0.00444789,-0.13408416,0.10385517,-0.26364393,0.07555066,0.19796140,0.16915421,0.04661772,0.11080549,-0.09481182,-0.08248973,-0.08248973,-0.09234590,0.00064589,0.13419234,0.00786521,0.00786521,0.01079343,0.00786521,-0.36650360,0.01079343,-0.09481182,-0.01458939,
0.02418776,0.04351314,-0.01895068,0.03896782,-0.02110879,-0.04940345,0.06211825,0.12932536,-0.02263314,-0.12456032,0.03842160,0.01511114,0.09662605,0.01735907,-0.03729113,-0.02815181,0.03014859,0.22015049,0.07636781,0.13664987,0.04825466,0.06074160,-0.17108971,-0.03453089,0.02389150,0.02389150,0.15566991,-0.01279789,0.02917398,0.07636781,-0.02263314,0.01072483,0.01181514,0.15566991,0.02226284,0.04825466,-0.02944102,0.02081161,-0.01279789,-0.01279789,0.00163050,0.00843822,-0.05552458,-0.04162996,-0.02740900,-0.01970373,-0.17108971,0.07636781,0.33348522,0.07636781,-0.03416210,0.00705119,-0.03425512,-0.14213355,-0.03040580,0.13619953,-0.01830995,-0.03114397,-0.02131961,-0.02131961,0.22015049,0.05604796,0.01062183,0.03896782,0.15067177,0.13619953,0.00554057,0.07688254,0.15566991,-0.02979791,-0.02979791,-0.03306117,-0.01359076,0.07108088,-0.25390906,-0.25390906,-0.32937136,-0.25390906,0.01511114,-0.32937136,0.15566991,-0.02263314,
0.03456764,0.07346022,-0.06651769,0.06106181,-0.17707355,-0.09466425,0.10473622,0.17292455,-0.04635267,-0.04581562,0.06246853,0.01028076,0.03471525,0.03117131,-0.15683432,-0.10805440,0.05377620,0.08672318,0.17206510,0.04909478,0.08243885,0.10351353,0.04442302,-0.10645756,0.04118665,0.04118665,0.06132255,-0.14421977,-0.02773525,0.17206510,-0.04635267,0.00779866,0.01863157,0.06132255,0.04311376,0.08243885,-0.06151284,0.04627603,-0.14421977,-0.14421977,0.01668059,0.01422452,-0.08701135,-0.07519767,-0.02055647,-0.03300200,0.04442302,0.17206510,0.11209895,0.17206510,-0.06582411,0.00136568,-0.11356781,0.03591438,-0.02981201,-0.37431168,-0.09379222,-0.10127597,-0.10507645,-0.10507645,0.08672318,0.09532986,0.00675366,0.06106181,-0.35334511,-0.37431168,0.02425755,-0.12539378,0.06132255,-0.02825360,-0.02825360,-0.03059114,-0.04815869,0.11862460,0.08913835,0.08913835,0.09866921,0.08913835,0.01028076,0.09866921,0.06132255,-0.04635267,
0.00454415,0.02034173,0.08011935,0.00779512,0.17925163,0.09066761,0.02800669,0.02319258,0.04351424,0.04881323,0.01114157,-0.08055820,-0.04649998,0.03662719,0.17335681,0.10946940,0.01121241,-0.11280754,0.01920450,-0.06576091,0.01024585,0.04401408,-0.11142080,0.10343717,0.03327480,0.03327480,-0.07976697,0.13259115,0.02111241,0.01920450,0.04351424,-0.05989556,0.04549808,-0.07976697,0.00527114,0.01024585,0.06232008,0.04352402,0.13259115,0.13259115,0.02220772,0.10150082,0.08648361,0.07523371,-0.00316188,0.03215057,-0.11142080,0.01920450,-0.15319463,0.01920450,0.07953870,-0.01863270,0.13914739,-0.09084558,0.02949668,-0.33291447,0.09621679,0.12484327,0.11055188,0.11055188,-0.11280754,0.01188434,-0.05406743,0.00779512,-0.33016989,-0.33291447,0.02827746,-0.13401626,-0.07976697,-0.00403351,-0.00403351,-0.00439997,0.05783423,0.02523441,-0.20246316,-0.20246316,-0.23545187,-0.20246316,-0.08055820,-0.23545187,-0.07976697,0.04351424,
0.00258660,-0.00183033,0.09026549,0.00515273,0.17697940,-0.43817404,-0.00189903,0.01202993,-0.23077504,-0.07749854,0.00257269,0.05658114,0.00564146,-0.01647304,0.19815627,0.07299090,0.00105173,0.01589331,0.03987070,0.00797823,0.00782008,-0.01106126,0.01863337,-0.21557999,0.00149165,0.00149165,0.01123827,0.22201806,-0.01232988,0.03987070,-0.23077504,0.04616571,-0.04763876,0.01123827,0.00412671,0.00782008,-0.18731758,-0.00412203,0.22201806,0.22201806,-0.00736816,0.00499218,-0.25657241,-0.21837617,-0.00099226,-0.10467134,0.01863337,0.03987070,0.01693634,0.03987070,-0.23538881,-0.01189420,0.14496352,0.01457662,-0.08579652,-0.00718994,0.09993785,0.12619801,0.16103984,0.16103984,0.01589331,0.00889783,0.03407741,0.00515273,-0.00559538,-0.00718994,-0.00732107,-0.00072313,0.01123827,-0.00185832,-0.00185832,-0.00195661,0.06611980,0.00215692,0.05903611,0.05903611,0.05387329,0.05903611,0.05658114,0.05387329,0.01123827,-0.23077504,
-0.02161265,-0.11889592,-0.03730735,-0.04847787,0.06526803,0.13357933,-0.16599563,-0.09468793,0.07468412,-0.01815456,-0.07633676,0.03418245,-0.00429088,-0.11246327,-0.02722393,0.02200093,-0.08634383,-0.01361123,0.39830028,-0.00606823,-0.08442461,-0.20046557,0.00176926,0.05370247,-0.08636516,-0.08636516,-0.00962459,0.13982218,0.01523555,0.39830028,0.07468412,0.02960723,-0.10914807,-0.00962459,-0.04365577,-0.08442461,0.02954437,-0.10269508,0.13982218,0.13982218,-0.03926609,-0.15115171,0.03842803,0.03466402,0.00630301,0.01664227,0.00176926,0.39830028,-0.01213466,0.39830028,0.01539213,-0.01623687,-0.05704716,0.00134350,0.00883775,0.03873984,0.01245860,-0.04856534,-0.02644545,-0.02644545,-0.01361123,-0.09447387,0.01893300,-0.04847787,0.02522247,0.03873984,-0.05886762,-0.00306987,-0.00962459,0.01626184,0.01626184,0.01671837,-0.02762191,-0.16680755,0.01026311,0.01026311,0.00783539,0.01026311,0.03418245,0.00783539,-0.00962459,0.07468412,
