0,57,1
0,103,2
0,150,2
0,530,1
0,718,1
0,727,1
0,1005,1
4,717,1
4,1005,1
4,945,1
26,530,1
26,57,1
26,717,1
26,925,1
55,229,1
55,370,1
55,388,1
55,447,1
55,449,1
55,724,1
55,739,1
55,844,1
55,881,1
55,1010,1
57,103,1
57,530,1
57,717,1
57,727,1
57,925,1
57,1005,1
103,150,1
103,528,4
103,627,1
103,727,1
103,1005,1
150,370,1
150,530,2
150,718,1
150,925,1
229,370,1
229,388,1
229,447,1
229,449,1
229,724,1
229,739,1
229,844,1
229,881,1
229,1010,1
330,359,1
330,638,1
330,447,1
330,449,1
337,370,1
337,388,1
359,638,1
359,447,1
359,449,1
370,388,3
370,447,2
370,449,2
370,530,3
370,602,1
370,724,2
370,739,1
370,844,1
370,881,1
370,925,2
370,1010,1
388,447,2
388,449,2
388,724,2
388,739,1
388,844,1
388,881,1
388,1010,1
447,449,3
447,638,1
447,724,2
447,739,1
447,844,1
447,881,1
447,1010,1
449,638,1
449,724,2
449,739,1
449,844,1
449,881,1
449,1010,1
480,528,1
528,627,1
530,602,1
530,717,1
530,718,1
530,925,3
717,925,1
717,945,1
717,1005,1
724,739,1
724,844,1
724,881,1
724,1010,1
727,1005,1
739,844,1
739,881,1
739,1010,1
844,881,1
844,1010,1
881,1010,1
945,1005,1
1,987,2
1,759,1
1,968,2
1,588,1
36,649,1
38,465,2
38,708,2
39,487,1
39,750,2
39,968,2
52,853,1
52,54,1
52,970,1
52,146,1
52,405,1
52,414,1
52,524,1
52,708,1
52,723,1
54,853,1
54,970,1
54,146,1
54,405,1
54,414,1
54,524,1
54,708,1
54,723,1
61,880,1
61,757,1
90,1004,3
90,180,1
90,880,1
90,266,1
90,414,1
123,742,1
146,853,1
146,970,1
146,405,1
146,414,1
146,524,1
146,708,1
146,723,1
168,876,1
168,750,1
261,977,1
261,500,1
261,905,1
261,1027,1
266,414,1
266,880,1
405,853,1
405,970,1
405,414,1
405,524,1
405,708,1
405,723,1
414,880,2
414,853,1
414,977,1
414,970,1
414,524,1
414,542,1
414,564,1
414,708,1
414,723,1
465,708,2
487,750,1
487,968,1
490,500,1
490,750,1
490,1027,1
490,905,1
500,905,2
500,977,1
500,1027,2
500,750,1
524,853,1
524,970,1
524,708,1
524,723,1
542,977,1
542,564,1
564,977,1
588,987,1
588,742,3
588,1034,1
588,968,1
649,880,1
708,853,1
708,970,1
708,723,1
723,853,1
723,970,1
725,750,1
742,1034,1
750,812,1
750,857,2
750,905,1
750,968,2
750,978,2
750,876,5
750,1027,1
757,880,3
759,987,1
759,968,1
853,970,1
857,978,1
857,876,1
876,978,1
880,988,1
905,977,1
905,1027,2
968,987,2
977,1027,1
2,51,1
2,406,1
2,843,1
2,884,1
2,920,1
51,406,1
51,843,1
51,884,1
51,920,1
406,843,1
406,884,1
406,920,1
843,884,1
843,920,1
884,920,1
3,640,1
3,854,1
3,433,1
3,11,1
9,132,1
9,1029,1
9,640,1
9,11,1
11,544,1
11,1029,1
11,1045,1
11,803,1
11,613,1
11,132,1
11,433,1
11,204,1
11,640,4
11,904,1
11,513,1
11,854,1
11,976,1
16,802,1
16,548,1
16,897,1
16,922,1
16,181,1
20,745,1
20,105,1
20,611,1
20,666,1
20,927,1
20,21,1
20,312,1
21,745,1
21,105,1
21,611,1
21,666,1
21,927,1
21,312,1
22,1012,1
22,77,4
22,1025,1
22,348,1
22,918,1
22,176,2
22,644,1
22,236,1
22,830,1
22,677,2
22,275,3
22,681,1
22,585,1
22,48,1
22,49,1
28,514,1
28,696,1
28,1045,1
48,1012,1
48,77,1
48,1025,1
48,176,1
48,275,1
48,918,1
49,77,1
49,993,1
63,113,1
63,687,1
63,640,1
72,922,1
72,874,1
72,597,1
77,1012,1
77,1025,1
77,348,1
77,918,1
77,176,2
77,644,1
77,273,1
77,275,4
77,681,1
77,585,1
77,677,2
87,897,2
87,532,2
87,983,2
93,819,1
93,294,1
93,720,1
93,589,1
93,328,1
94,544,1
96,220,1
96,452,1
96,632,1
98,345,1
98,802,1
98,410,1
98,628,1
98,922,1
98,294,1
98,729,1
105,745,1
105,927,2
105,593,1
105,608,6
105,390,4
105,427,3
105,873,2
105,666,1
105,673,1
105,611,1
105,312,1
105,721,1
105,338,4
113,687,1
113,640,1
122,802,1
122,548,1
122,251,1
131,283,1
131,873,1
131,503,1
132,1029,1
132,640,1
164,464,1
164,951,2
164,579,2
164,496,1
164,437,1
176,1012,1
176,1025,1
176,273,1
176,275,2
176,918,1
176,922,1
181,548,3
181,802,1
181,410,1
181,922,1
181,897,2
220,452,1
220,632,1
236,830,1
241,495,1
241,763,1
250,1042,1
250,763,1
250,846,1
251,802,1
251,548,1
273,275,1
275,1012,1
275,1025,1
275,348,1
275,918,1
275,644,1
275,681,1
275,585,1
275,677,2
278,965,1
278,907,1
283,873,1
289,548,1
289,628,1
289,825,1
294,351,1
294,385,1
294,802,7
294,819,1
294,410,1
294,452,1
294,345,1
294,628,1
294,922,8
294,729,1
294,720,1
294,535,1
294,328,1
294,589,1
308,613,1
308,1045,1
312,745,1
312,611,1
312,666,1
312,927,1
320,760,1
320,1045,1
328,819,1
328,720,1
328,589,1
338,608,2
338,390,2
338,763,1
338,593,1
339,570,2
339,763,1
340,763,1
341,722,2
345,628,1
345,802,1
345,410,1
345,922,1
345,729,1
348,585,1
348,644,1
348,677,1
348,681,1
351,452,1
364,927,1
364,666,1
385,922,1
387,1019,1
387,613,1
387,1045,1
387,540,1
390,608,3
390,873,1
392,452,1
410,548,3
410,775,2
410,802,3
410,628,1
410,909,1
410,922,1
410,729,1
427,608,2
427,673,1
427,721,1
433,640,1
433,854,1
437,802,1
437,951,1
437,579,1
437,763,1
448,516,2
448,897,2
448,532,2
448,983,2
448,642,2
452,632,1
464,951,1
464,579,1
464,496,1
467,525,1
467,628,1
467,820,1
488,763,1
496,951,1
496,579,1
513,904,1
514,696,1
514,1045,1
516,897,2
516,532,2
516,983,2
516,642,2
521,613,2
525,628,1
525,820,1
532,642,2
532,897,4
532,983,4
535,802,1
539,874,1
540,1019,1
540,613,1
540,1045,1
544,658,1
544,678,1
548,628,1
548,775,1
548,802,3
548,825,1
548,922,1
548,897,2
579,951,2
585,644,1
585,677,1
585,681,1
589,720,1
589,819,1
597,922,1
597,874,1
608,873,1
608,927,1
611,745,1
611,666,1
611,927,1
613,1019,1
613,1043,1
613,1045,3
613,976,1
628,741,1
628,802,1
628,825,1
628,820,1
628,922,1
628,729,1
640,1029,1
640,854,1
640,687,1
642,897,2
642,983,2
644,677,1
644,681,1
646,753,1
653,1045,1
666,745,1
666,927,2
673,721,1
677,681,1
696,1045,1
699,1045,2
699,722,1
715,962,3
715,1045,2
720,819,1
722,1045,4
729,802,1
729,922,1
738,965,1
738,907,1
745,927,1
753,1045,1
760,1045,1
763,802,1
763,863,1
763,1042,1
796,1045,1
802,922,9
802,897,2
802,1045,1
803,1045,2
874,922,1
897,922,1
897,983,5
907,965,2
918,1012,1
918,1025,1
922,1045,1
962,1045,2
965,1045,1
1012,1025,1
1019,1045,1
1043,1045,1
5,408,1
5,97,1
65,371,1
65,383,1
65,549,1
66,74,2
66,81,1
66,852,1
66,858,1
71,142,1
74,81,1
74,852,1
74,858,1
81,852,1
81,1041,2
97,408,1
97,293,2
142,549,1
142,609,1
149,573,1
149,293,1
149,781,1
158,549,3
171,219,1
171,776,1
171,441,1
215,831,1
215,836,1
215,981,1
215,1003,1
215,238,1
215,304,1
215,511,1
219,549,1
219,441,1
219,445,1
219,506,1
238,831,1
238,836,1
238,981,1
238,1003,1
238,304,1
238,511,1
256,557,1
256,445,1
256,506,1
293,573,1
293,781,1
293,1003,1
293,1033,1
293,441,1
293,541,2
304,831,1
304,836,1
304,981,1
304,1003,1
304,511,1
371,383,1
371,549,1
383,549,1
441,558,1
441,1003,1
441,1033,1
445,557,1
445,506,2
506,557,1
511,831,1
511,836,1
511,981,1
511,1003,1
549,941,1
549,609,1
549,887,1
549,783,1
549,1041,1
573,781,1
656,1041,1
784,1041,1
831,836,1
831,981,1
831,1003,1
836,981,1
836,1003,1
838,1033,1
838,858,1
852,1026,1
858,1033,1
887,1041,1
981,1003,1
996,1041,2
1003,1033,1
6,274,2
6,693,2
12,68,1
12,761,1
68,274,1
68,415,1
68,761,1
274,415,1
274,693,2
7,248,1
7,322,1
7,331,1
7,353,1
7,404,1
7,440,1
7,624,1
7,196,1
196,248,1
196,322,1
196,331,1
196,353,1
196,404,1
196,440,1
196,624,1
248,322,1
248,331,1
248,353,1
248,404,1
248,440,1
248,624,1
322,331,1
322,353,1
322,404,1
322,440,1
322,624,1
331,353,1
331,404,1
331,440,1
331,624,1
353,404,1
353,440,1
353,624,1
404,440,1
404,624,1
440,624,1
8,357,1
8,929,1
357,929,1
10,482,1
13,188,1
13,518,1
13,536,1
13,58,1
15,518,1
15,53,1
53,285,1
53,518,2
58,188,1
58,518,1
58,536,1
188,518,1
188,536,1
285,518,1
518,536,1
14,216,1
14,522,1
14,563,1
216,563,1
17,908,1
18,484,1
19,612,1
612,697,1
612,703,1
697,703,1
23,395,1
23,396,1
395,396,1
24,422,1
25,43,1
27,691,1
29,605,1
30,163,1
30,938,1
163,938,1
31,129,1
31,133,1
31,507,1
31,572,1
31,56,1
56,129,1
56,133,1
56,507,1
56,572,1
129,133,1
129,507,1
129,572,1
133,507,1
133,572,1
507,572,1
507,773,1
507,1047,1
773,1047,1
32,172,1
32,233,1
32,309,1
32,67,1
67,172,1
67,233,1
67,309,1
111,233,1
111,314,1
111,921,1
144,1023,1
144,233,1
144,654,1
172,233,1
172,309,1
233,1023,1
233,309,1
233,314,1
233,654,1
654,1023,1
33,84,1
33,547,2
33,553,2
33,785,1
84,547,1
84,553,2
84,866,1
84,966,1
547,553,2
547,785,1
553,785,1
553,866,1
553,966,1
866,966,1
34,1037,1
179,984,1
179,1037,3
984,1037,1
35,120,1
35,861,1
120,861,1
37,1051,1
40,300,1
41,534,1
41,730,1
534,730,1
42,284,1
42,360,1
42,235,1
235,284,1
235,360,1
235,828,1
284,360,1
45,740,1
45,366,1
45,417,1
45,560,1
76,209,1
76,277,1
76,397,1
76,618,1
76,629,1
76,740,1
76,744,1
76,786,1
76,940,1
76,950,1
76,108,1
108,209,1
108,277,1
108,397,1
108,618,1
108,629,1
108,740,1
108,744,1
108,786,1
108,940,1
108,950,1
109,366,1
109,560,1
209,277,1
209,397,1
209,618,1
209,629,1
209,740,1
209,744,1
209,786,1
209,940,1
209,950,1
228,786,1
277,397,1
277,618,1
277,629,1
277,740,1
277,744,1
277,786,1
277,940,1
277,950,1
366,740,1
366,417,1
366,560,1
397,618,1
397,629,1
397,740,1
397,744,1
397,786,1
397,940,1
397,950,1
417,740,1
560,822,1
560,1001,1
618,629,1
618,740,1
618,744,1
618,786,1
618,940,1
618,950,1
629,740,1
629,744,1
629,786,1
629,940,1
629,950,1
740,744,1
740,786,1
740,940,1
740,950,1
744,786,1
744,940,1
744,950,1
786,940,1
786,950,1
822,1001,1
940,950,1
46,694,1
46,986,1
694,986,1
47,138,1
50,498,1
50,755,1
50,797,1
50,263,1
50,279,1
263,498,1
263,755,1
263,797,1
263,279,1
279,498,1
279,755,1
279,797,1
498,755,1
498,797,1
755,797,1
59,561,1
59,711,1
59,961,1
561,711,1
561,961,1
711,961,1
60,239,1
62,546,1
62,971,2
62,974,2
272,974,1
546,971,1
546,974,1
809,971,3
809,974,3
914,974,1
971,974,5
64,166,1
64,423,1
166,423,1
69,82,1
69,651,1
82,606,1
82,651,3
604,651,1
606,651,1
651,999,1
70,240,1
70,639,1
240,639,1
73,793,1
73,1018,1
343,1018,1
343,1020,1
446,992,1
446,1018,1
446,463,1
463,992,1
463,1018,1
692,1018,1
