louvain, 10,0.171332574651,0.627503315058,-,0.307015190017
kmeans, 2,0.151568065368,0.690031805945,-,-
kmeans, 3,0.175685351213,0.567293746623,-,-
kmeans, 4,0.18378897183,0.400621325922,-,-
kmeans, 5,0.175505462215,0.219886366073,-,-
kmeans, 10,0.165683263987,0.658846988339,-,-
louvain, 10,0.171332574651,0.627503315058,-,0.307015190017
kmeans, 10,0.161890567298,0.644846901784,-,-
louvain, 10,0.171332574651,0.627503315058,-,0.307015190017
kmeans, 10,0.169345695013,0.677860129218,-,-
louvain, 7,0.165023853157,0.185590563809,-,0.249286867051
louvain, 7,0.165023853157,0.185590563809,-,0.249286867051
kmeans, 7,0.154234838662,0.22342232768,-,-
louvain, 8,0.115265541941,0.0802475470015,-,0.149435341256
louvain, 8,0.115265541941,0.0802475470015,-,0.149435341256
kmeans, 8,0.110310967652,0.285630836892,-,-
kmeans, 2,0.0420596769501,0.691847253266,-,-
kmeans, 3,0.0713405839524,0.557759485785,-,-
kmeans, 4,0.101957838547,0.388365514146,-,-
kmeans, 5,0.10636335643,0.305727910704,-,-
kmeans, 6,0.112748487667,0.332803247831,-,-
kmeans, 7,0.105669857458,0.208543997286,-,-
kmeans, 8,0.114702513218,0.294109969484,-,-
kmeans, 9,0.104098683619,0.213560594822,-,-
kmeans, 10,0.111415011559,0.259420054537,-,-
kmeans, 11,0.100971605737,0.206542801893,-,-
kmeans, 12,0.0972813023443,0.174813002058,-,-
kmeans, 13,0.100107327668,0.178553351139,-,-
kmeans, 14,0.0994628516107,0.191612294496,-,-
kmeans, 15,0.0975285150134,0.180472352803,-,-
kmeans, 16,0.0943930041583,0.168925624027,-,-
kmeans, 17,0.0937759188038,0.160795805682,-,-
kmeans, 18,0.0905098748293,0.149973290223,-,-
kmeans, 19,0.0827262657323,0.133097968937,-,-
kmeans, 20,0.0866400923115,0.137184873814,-,-
kmeans, 21,0.0837217901903,0.119529368399,-,-
kmeans, 22,0.0843270635456,0.124391113662,-,-
kmeans, 23,0.081817442791,0.121327187899,-,-
kmeans, 24,0.0793246583659,0.1124227456,-,-
kmeans, 25,0.0797165381448,0.100852116276,-,-
kmeans, 26,0.0767798968287,0.0966170413107,-,-
kmeans, 27,0.0779348407093,0.112257313336,-,-
kmeans, 28,0.0695163773395,0.0805368960243,-,-
kmeans, 29,0.075824579155,0.11389877866,-,-
kmeans, 30,0.0679299558177,0.101518346948,-,-
kmeans, 31,0.0686986430811,0.0936786887977,-,-
kmeans, 32,0.0656120186741,0.083523731424,-,-
kmeans, 33,0.0683144842069,0.0986949177808,-,-
kmeans, 34,0.0656880318271,0.0877409634977,-,-
fcm, 2,0.0303087803378,-,0.884314050706,-
fcm, 3,0.0472379212958,-,0.705112466422,-
fcm, 4,0.0355927255049,-,0.502817046758,-
fcm, 5,0.0297996861979,-,0.39107368845,-
fcm, 6,0.0269341222671,-,0.328423240697,-
fcm, 7,1.74062444861e-05,-,0.142955374505,-
fcm, 8,9.65084582881e-07,-,0.125005270323,-
fcm, 9,2.37482824129e-07,-,0.111112430406,-
fcm, 10,8.04835946885e-08,-,0.100000465232,-
fcm, 11,2.8514735839e-08,-,0.0909092496944,-
fcm, 12,2.75896489028e-08,-,0.0833334863762,-
fcm, 13,6.25041001502e-09,-,0.0769231149843,-
fcm, 14,1.31695430319e-08,-,0.0714286551412,-
fcm, 15,8.89841231298e-09,-,0.0666667200732,-
