100,100
Davey J.,95,Hertzog P.,126,Lalanne D.,127,Ellis G.,149,Jackle D.,150,Schreck T.,152,Fischer F.,153,Sacha D.,154,Keim D.A.,155,Bum Chul Kwon,156,Senaratne H.,157,Bertini E.,165,Lehmann D.J.,210,Jungk P.,274,Ziegler H.,282,Jina Huh,284,Kohlhammer J.,290,Patel C.,295,Bernard J.,324,Wilhelm N.,325,Kruger B.,328,May T.,329,Mei-Chun Hsu,360,Haug L.,361,Janetzko H.,373,Stein M.,374,Deussen O.,375,Behrisch M.,376,Morent D.,398,Bash C.,412,Spretke D.,476,Lowe T.,494,Stoffel A.,504,Stoffel F.,505,Eisemann M.,511,Tekusova T.,522,Last M.,523,Leishi Zhang,600,Schneidewind J.,606,Magnor M.,624,Maas F.,639,Tatu A.,640,Seidl T.,641,Farber I.,642,Bannach A.,644,Dayal U.,674,Marwah M.,684,Mittelstadt S.,685,Hao M.C.,755,Bustos B.,760,Sharalieva L.,765,Wanner F.,766,Ruppert T.,767,Huber S.,798,Lindemeier T.,799,Forster E.-C.,840,Albuquerque G.,853,Kreiss J.-P.,854,Seungyoon Lee,877,Ghani S.,878,Bak P.,879,Packer E.,880,Polishchuk V.,881,Nikkila M.,882,Ship H.J.,884,Danon G.,908,Ji Soo Yi,923,Jenny M.,933,Korkmaz F.,952,Lin Shao,956,Qian Z.C.,961,Li Zhang,962,Felix C.,1034,Chen Y.,1035,Theisel H.,1126,Last H.,1135,Weber S.,1136,Pompl R.,1137,Buchmuller J.,1143,Castellanos M.,1149,Granacher C.,1153,Butscher S.,1154,Leifert S.,1161,Ming Hao,1177,Zieker M.,1178,Regenscheit M.,1180,Ramm T.,1181,Mansmann F.,1182,Maass F.,1183,Tautzenberger M.,1184,Sellien S.,1185,Scheible C.,1186,Rohrdantz C.,1187,Oelke D.,1198,Gruse T.,1199,Patnaik D.,1202,Sharma R.,1203,Sung-Hee Kim,1223,Sukwon Lee,1226,Hsu M.,1248,
Davey J.,95,Hertzog P.,126,Lalanne D.,127,Ellis G.,149,Jackle D.,150,Schreck T.,152,Fischer F.,153,Sacha D.,154,Keim D.A.,155,Bum Chul Kwon,156,Senaratne H.,157,Bertini E.,165,Lehmann D.J.,210,Jungk P.,274,Ziegler H.,282,Jina Huh,284,Kohlhammer J.,290,Patel C.,295,Bernard J.,324,Wilhelm N.,325,Kruger B.,328,May T.,329,Mei-Chun Hsu,360,Haug L.,361,Janetzko H.,373,Stein M.,374,Deussen O.,375,Behrisch M.,376,Morent D.,398,Bash C.,412,Spretke D.,476,Lowe T.,494,Stoffel A.,504,Stoffel F.,505,Eisemann M.,511,Tekusova T.,522,Last M.,523,Leishi Zhang,600,Schneidewind J.,606,Magnor M.,624,Maas F.,639,Tatu A.,640,Seidl T.,641,Farber I.,642,Bannach A.,644,Dayal U.,674,Marwah M.,684,Mittelstadt S.,685,Hao M.C.,755,Bustos B.,760,Sharalieva L.,765,Wanner F.,766,Ruppert T.,767,Huber S.,798,Lindemeier T.,799,Forster E.-C.,840,Albuquerque G.,853,Kreiss J.-P.,854,Seungyoon Lee,877,Ghani S.,878,Bak P.,879,Packer E.,880,Polishchuk V.,881,Nikkila M.,882,Ship H.J.,884,Danon G.,908,Ji Soo Yi,923,Jenny M.,933,Korkmaz F.,952,Lin Shao,956,Qian Z.C.,961,Li Zhang,962,Felix C.,1034,Chen Y.,1035,Theisel H.,1126,Last H.,1135,Weber S.,1136,Pompl R.,1137,Buchmuller J.,1143,Castellanos M.,1149,Granacher C.,1153,Butscher S.,1154,Leifert S.,1161,Ming Hao,1177,Zieker M.,1178,Regenscheit M.,1180,Ramm T.,1181,Mansmann F.,1182,Maass F.,1183,Tautzenberger M.,1184,Sellien S.,1185,Scheible C.,1186,Rohrdantz C.,1187,Oelke D.,1198,Gruse T.,1199,Patnaik D.,1202,Sharma R.,1203,Sung-Hee Kim,1223,Sukwon Lee,1226,Hsu M.,1248,
0.05094267,0.06576671,0.05882353,0.09300817,0.05882353,0.05882353,0.09300817,0.05882353,0.10188534,0.08318903,0.05094267,0.11764706,0.11764706,0.17149859,0.09300817,0.05094267,0.05882353,0.11764706,0.05882353,0.11004875,0.08318903,0.07204382,0.07204382,0.12478355,0.14705882,0.05094267,0.04159452,0.11764706,0.09300817,0.12820291,0.05882353,0.11391127,0.06576671,0.11764706,0.05882353,0.05094267,0.06576671,0.11764706,0.11764706,0.10188534,0.11004875,0.08318903,0.08318903,0.11764706,0.05882353,0.11764706,0.06576671,0.17890478,0.05882353,0.07204382,0.11764706,0.05882353,0.08318903,0.07204382,0.10188534,0.11764706,0.04159452,0.07204382,0.05094267,0.05882353,0.05094267,0.10188534,0.07204382,0.06576671,0.11764706,0.09300817,0.07204382,0.09754779,0.11764706,0.05094267,0.13478164,0.11764706,0.05882353,0.11391127,0.06576671,0.18130629,0.06576671,0.10188534,0.09754779,0.07204382,0.05094267,0.06576671,0.11004875,0.09300817,0.05882353,0.12820291,0.07204382,0.05882353,0.14408763,0.05882353,0.12126781,0.31677440,0.11004875,0.12820291,0.23158847,0.05094267,0.08823529,0.04159452,0.04159452,0.09300817,
-0.00842555,-0.01628175,-0.00518391,-0.01774763,-0.00518391,-0.00518391,0.00133353,0.01853149,0.25688826,-0.01378080,0.00134375,-0.01236572,-0.01236572,-0.00996435,0.00133353,-0.00690326,-0.24032664,-0.01236572,-0.24032664,0.10751497,-0.01378080,0.02499261,0.02499261,-0.00833241,0.01097296,-0.19369209,0.00084502,-0.01236572,0.00133353,-0.00487518,-0.00518391,-0.00542752,-0.01185304,-0.01236572,0.21377851,-0.19369209,-0.01185304,-0.01236572,-0.01236572,-0.00117627,-0.00596616,-0.01378080,-0.31971054,-0.01236572,0.21377851,0.32936101,-0.01185304,0.00832834,-0.01194734,0.02499261,0.00247457,-0.00195804,-0.01378080,-0.00275762,0.12028468,0.32936101,0.00084502,-0.00275762,-0.00690326,-0.00195804,-0.00799885,0.00159449,-0.00275762,0.00217237,-0.01236572,0.22477347,0.00226842,0.00314112,-0.01236572,0.00134375,-0.04290907,-0.04732669,0.21377851,-0.01665662,-0.01163791,-0.00443609,-0.01628175,-0.00117627,-0.01846272,-0.00056725,0.00134375,-0.01163791,-0.01851827,0.00133353,-0.24032664,-0.02186778,-0.00275762,0.17506169,0.00415641,-0.07044517,-0.29726210,0.00547718,-0.08394929,-0.01232998,-0.01809002,-0.00301182,-0.09206059,0.00155758,0.00155758,-0.01566890,
0.00252842,0.00295600,0.05477007,0.12332072,0.05477007,0.05477007,0.01510870,-0.00704514,-0.20615276,0.02503567,0.00238611,0.04620891,0.04620891,0.05289889,0.01510870,0.03186316,-0.24369685,0.04620891,-0.24369685,-0.07346221,0.02503567,0.00156994,0.00156994,0.02805970,0.01389237,-0.19523795,0.00984401,0.04620891,0.01510870,0.04203729,0.05477007,0.05416370,0.08321147,0.04620891,-0.17664682,-0.19523795,0.08321147,0.04620891,0.04620891,0.01853683,0.01834796,0.02503567,-0.32265904,0.04620891,-0.17664682,-0.26685694,0.08321147,0.02199807,0.08232453,0.00156994,0.01736325,0.01574135,0.02503567,0.02586657,-0.07945550,-0.26685694,0.00984401,0.02586657,0.03186316,0.01574135,0.05522842,0.01821337,0.02586657,0.00760630,0.04620891,-0.17969115,0.00896270,0.01174090,0.04620891,0.00238611,0.01447693,-0.00772847,-0.17664682,0.05651278,0.08073642,0.02540104,0.00295600,0.01853683,0.12730759,0.01320255,0.00238611,0.08073642,0.12883020,0.01510870,-0.24369685,0.14853195,0.02586657,-0.14228749,0.04266226,-0.06292775,-0.28860444,0.00939226,-0.05972818,0.04947064,0.12165075,0.01820261,-0.07611536,0.01630462,0.01630462,0.10451293,
0.01689240,-0.00202814,0.33964206,-0.18730075,0.33964206,0.33964206,0.04330913,0.01774335,-0.03355441,-0.02031731,0.01724179,-0.01910792,-0.01910792,0.06469271,0.04330913,-0.03959112,-0.02566676,-0.01910792,-0.02566676,-0.00468838,-0.02031731,-0.02147285,-0.02147285,0.01817401,0.06382386,-0.02029597,0.02997558,-0.01910792,0.04330913,-0.02144088,0.33964206,0.29495308,-0.12584750,-0.01910792,-0.03063832,-0.02029597,-0.12584750,-0.01910792,-0.01910792,0.04932592,0.07947198,-0.02031731,-0.03363781,-0.01910792,-0.03063832,-0.04437813,-0.12584750,0.08056653,-0.12569421,-0.02147285,0.05478237,0.08432518,-0.02031731,0.10494797,-0.02765472,-0.04437813,0.02997558,0.10494797,-0.03959112,0.08432518,-0.08132886,0.05317619,0.10494797,0.02964483,-0.01910792,-0.02899698,0.03354737,0.04475142,-0.01910792,0.01724179,-0.01824196,-0.00740956,-0.03063832,-0.06528174,-0.12125644,0.07278941,-0.00202814,0.04932592,-0.19263485,0.03336724,0.01724179,-0.12125644,-0.19234276,0.04330913,-0.02566676,-0.22069809,0.10494797,-0.02380491,-0.03067365,-0.00204560,-0.02760738,0.06286361,-0.00464972,-0.02295294,-0.15279335,-0.01261285,-0.00427607,-0.01222646,-0.01222646,-0.15426318,
-0.01653401,-0.02244763,0.27155856,0.18943391,0.27155856,0.27155856,-0.12662267,-0.04702805,0.06267883,-0.01656677,-0.03287171,-0.02604916,-0.02604916,-0.05425839,-0.12662267,0.02108035,0.06222530,-0.02604916,0.06222530,-0.01170371,-0.01656677,0.00352559,0.00352559,-0.10447664,-0.17314888,0.04795310,-0.09860900,-0.02604916,-0.12662267,-0.02445086,0.27155856,0.17758083,0.12502021,-0.02604916,0.06479905,0.04795310,0.12502021,-0.02604916,-0.02604916,-0.08321116,-0.03254462,-0.01656677,0.07997239,-0.02604916,0.06479905,0.08668098,0.12502021,-0.18962123,0.12947938,0.00352559,-0.15287578,0.02361479,-0.01656677,0.03295396,0.02334660,0.08668098,-0.09860900,0.03295396,0.02108035,0.02361479,0.07694518,-0.16155387,0.03295396,-0.07446017,-0.02604916,0.05319927,-0.08667148,-0.11415596,-0.02604916,-0.03287171,-0.02520694,-0.02258725,0.06479905,0.02595501,0.11971182,-0.17972822,-0.02244763,-0.08321116,0.19441597,-0.06224729,-0.03287171,0.11971182,0.18687991,-0.12662267,0.06222530,0.21648838,0.03295396,0.04689316,-0.02182651,-0.00166813,0.05502095,-0.10287006,-0.01770466,-0.02399965,0.09129382,-0.00239598,-0.00553614,-0.00942038,-0.00942038,0.15144850,
-0.01379911,-0.01978810,-0.02281691,-0.12400802,-0.02281691,-0.02281691,-0.13198440,-0.04200305,-0.00564493,-0.04386640,-0.01274202,0.19838680,0.19838680,0.10994273,-0.13198440,-0.01529487,-0.01493434,0.19838680,-0.01493434,-0.01531477,-0.04386640,0.04745220,0.04745220,-0.12686392,-0.16748727,-0.01105693,-0.12329547,0.19838680,-0.13198440,0.18307702,-0.02281691,-0.00845114,-0.07338008,0.19838680,-0.00707201,-0.01105693,-0.07338008,0.19838680,0.19838680,-0.04203644,-0.03298372,-0.04386640,-0.01864665,0.19838680,-0.00707201,-0.00842466,-0.07338008,-0.16141547,-0.09258736,0.04745220,-0.15307690,-0.01267924,-0.04386640,0.01888758,0.03204308,-0.00842466,-0.12329547,0.01888758,-0.01529487,-0.01267924,-0.04312886,-0.17988803,0.01888758,-0.06679848,0.19838680,-0.00464217,-0.08056101,-0.10444939,0.19838680,-0.01274202,0.17305438,-0.02943477,-0.00707201,-0.05910299,-0.07434050,-0.15254183,-0.01978810,-0.04203644,-0.13192654,-0.03049326,-0.01274202,-0.07434050,-0.10856656,-0.13198440,-0.01493434,-0.14618810,0.01888758,-0.00458116,0.21887469,-0.00306038,-0.00949476,-0.03117436,-0.00661292,0.18907695,0.02327131,0.03143461,0.00624427,0.10607802,0.10607802,-0.11132979,
-0.02592949,-0.01240381,0.03676728,0.01165241,0.03676728,0.03676728,0.05435088,0.00208100,0.00435047,-0.02623355,-0.53512208,0.03669530,0.03669530,0.00452518,0.05435088,-0.01211992,0.01855759,0.03669530,0.01855759,-0.00486873,-0.02623355,-0.00462768,-0.00462768,0.02214353,0.04536072,0.01106768,0.15089592,0.03669530,0.05435088,0.03048467,0.03676728,-0.02049467,0.01177656,0.03669530,0.01775907,0.01106768,0.01177656,0.03669530,0.03669530,-0.00556105,-0.03735311,-0.02623355,0.02029249,0.03669530,0.01775907,0.01264715,0.01177656,0.03400636,0.00449237,-0.00462768,0.05222278,-0.03015419,-0.02623355,-0.03452213,-0.00496945,0.01264715,0.15089592,-0.03452213,-0.01211992,-0.03015419,0.00385830,0.13161203,-0.03452213,0.00940230,0.03669530,0.00230732,0.01644395,0.01840373,0.03669530,-0.53512208,0.02150426,-0.03971567,0.01775907,-0.02893476,0.00630803,0.02825171,-0.01240381,-0.00556105,0.00733518,-0.00168619,-0.53512208,0.00630803,0.01272923,0.05435088,0.01855759,0.00389845,-0.03452213,0.00612730,0.03836847,-0.02010090,-0.00233602,-0.11351423,-0.02820095,0.03037837,0.00184864,-0.00284016,-0.02584565,0.03110580,0.03110580,-0.00220988,
-0.07700122,-0.04636446,0.07202454,0.06188621,0.07202454,0.07202454,0.05054333,-0.01210098,0.00118838,-0.17272016,0.18906828,0.05909753,0.05909753,-0.04624919,0.05054333,-0.10377139,0.04263915,0.05909753,0.04263915,-0.01566261,-0.17272016,-0.00290217,-0.00290217,-0.08016652,0.01181307,0.02232910,0.42193083,0.05909753,0.05054333,0.04816005,0.07202454,-0.06230972,0.04874372,0.05909753,0.01932524,0.02232910,0.04874372,0.05909753,0.05909753,-0.06300715,-0.11302799,-0.17272016,0.04365805,0.05909753,0.01932524,0.01069179,0.04874372,-0.02640011,0.03641586,-0.00290217,0.03243979,-0.07156738,-0.17272016,-0.09830299,-0.00549904,0.01069179,0.42193083,-0.09830299,-0.10377139,-0.07156738,0.01302021,0.28589875,-0.09830299,-0.01621494,0.05909753,-0.00076653,-0.00961525,-0.01814461,0.05909753,0.18906828,0.01937304,-0.18255610,0.01932524,-0.18461878,0.02967930,-0.03951735,-0.04636446,-0.06300715,0.04873323,-0.04115299,0.18906828,0.02967930,0.05070954,0.05054333,0.04263915,0.03482910,-0.09830299,0.00426636,0.07765997,-0.04631765,-0.01500930,-0.10000138,-0.08455519,0.04863527,-0.05628341,-0.00477138,-0.07082062,0.08104221,0.08104221,0.01339348,
-0.02713612,-0.00593736,-0.10016720,0.09631971,-0.10016720,-0.10016720,-0.00330095,0.03567506,-0.00004097,-0.25974942,-0.03228782,0.00242862,0.00242862,0.17228222,-0.00330095,-0.17829986,0.02886961,0.00242862,0.02886961,0.01740410,-0.25974942,-0.04482004,-0.04482004,-0.17887088,0.07381486,0.01407604,-0.17347843,0.00242862,-0.00330095,-0.00064076,-0.10016720,0.09946241,0.06674746,0.00242862,0.00277952,0.01407604,0.06674746,0.00242862,0.00242862,0.13270306,0.07802047,-0.25974942,0.02860802,0.00242862,0.00277952,0.00135428,0.06674746,0.13651603,0.06500329,-0.04482004,0.03786405,0.06594995,-0.25974942,0.19350446,-0.03227367,0.00135428,-0.17347843,0.19350446,-0.17829986,0.06594995,0.01575065,-0.10352142,0.19350446,0.06161939,0.00242862,-0.00030362,0.06246546,0.08774770,0.00242862,-0.03228782,-0.02456783,-0.21034482,0.00277952,-0.28426459,0.04442119,0.12023325,-0.00593736,0.13270306,0.08269755,0.09888845,-0.03228782,0.04442119,0.06861427,-0.00330095,0.02886961,0.06240679,0.19350446,0.00045778,-0.04492937,-0.02366349,-0.01270456,0.02701878,-0.04460661,-0.00482886,-0.12355504,-0.01326892,-0.05080215,-0.05323908,-0.05323908,0.03519279,
0.03587511,-0.02009154,-0.12392730,-0.01676479,-0.12392730,-0.12392730,-0.06918357,-0.05419611,-0.00549539,0.07066942,-0.01307343,-0.00090574,-0.00090574,0.11158113,-0.06918357,0.05105109,-0.00995887,-0.00090574,-0.00995887,-0.03957252,0.07066942,-0.05540338,-0.05540338,-0.00269286,-0.15507106,-0.00391384,0.34308088,-0.00090574,-0.06918357,-0.00358910,-0.12392730,0.15743743,-0.02060984,-0.00090574,0.03050102,-0.00391384,-0.02060984,-0.00090574,-0.00090574,-0.03034727,0.05965872,0.07066942,-0.00904895,-0.00090574,0.03050102,0.01049136,-0.02060984,-0.14448592,-0.00338279,-0.05540338,-0.11764403,0.08693874,0.07066942,0.29250890,-0.04732306,0.01049136,0.34308088,0.29250890,0.05105109,0.08693874,-0.00301571,0.14453050,0.29250890,-0.08717793,-0.00090574,-0.00787510,-0.10007223,-0.13261693,-0.00090574,-0.01307343,0.00932384,0.07456333,0.03050102,0.08223476,-0.00519626,-0.13132981,-0.02009154,-0.03034727,-0.00472310,-0.02899304,-0.01307343,-0.00519626,-0.01638046,-0.06918357,-0.00995887,0.00091143,0.29250890,0.00099743,-0.11542980,0.00919898,0.00612909,0.01967511,0.00384908,0.00084977,0.00872377,0.00308351,0.01931710,-0.19374921,-0.19374921,0.00806980,
